Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Year
928,FIFA 15,XOne,EA Sports,EA Canada,7.9,5.4,2.19,2014
929,Star Wars: Knights of the Old Republic,XB,LucasArts,BioWare Corp.,9.4,10,2.19,2003
930,Donkey Kong Country,GBC,Nintendo,Rare Ltd.,9.1,,2.19,2000
931,Kirby's Pinball Land,GB,Nintendo,HAL Laboratory,8,,2.19,1993
932,Yokai Watch 3: Sushi / Tempura / Sukiyaki,3DS,Level 5,Level 5,,,2.19,2016
933,Pro Evolution Soccer 2012,PS3,Konami,Konami,7.5,,2.19,2011
934,Need for Speed: Payback,PS4,Electronic Arts,Ghost Games,5.8,,2.18,2017
935,Yu-Gi-Oh: Duel Monsters 4,GB,Konami,Konami,,,2.18,2000
936,ATV Offroad Fury 2,PS2,Sony Computer Entertainment,Rainbow Studios,8.7,,2.18,2002
937,Destiny: The Taken King,PS4,Activision,Bungie,8.6,6.2,2.18,2015
938,Spyro Reignited Trilogy,PS4,Activision,Toys for Bob,8.2,8.1,2.17,2018
939,Mario Party 5,GC,Nintendo,Hudson Soft,5.9,,2.17,2003
940,Star Wars: Rogue Squadron,N64,LucasArts,Factor 5,9,,2.17,1998
941,Tennis,NES,Nintendo,Nintendo,,,2.17,1985
942,Scribblenauts,DS,Warner Bros. Interactive,5TH Cell,8.2,,2.17,2009
943,PlayerUnknown's Battlegrounds,XOne,Microsoft Studios,PUBG Corporation,8.5,5,2.17,2017
944,Need for Speed Rivals,PS4,Electronic Arts,Ghost Games,8,,2.17,2013
945,PlayStation VR Worlds,PS4,Sony Interactive Entertainment,SIE London Studio,,,2.16,2016
946,Devil May Cry,PS2,Capcom,Capcom,9.1,9.3,2.16,2001
947,Dragon Ball: Xenoverse,PS4,Namco Bandai Games,Dimps Corporation,6.9,7.7,2.16,2015
948,The Sims: House Party,PC,Maxis,Maxis,7,,2.16,2001
949,Your Shape featuring Jenny McCarthy,Wii,Ubisoft,Ubisoft,6,,2.16,2009
950,Syphon Filter 2,PS,989 Studios,Eidetic,8.9,,2.15,2000
951,Battlefield: Hardline,PS4,Electronic Arts,EA DICE,,,2.15,2015
952,How to Survive 2,PC,Unknown,EKO Software,,,2.15,2016
953,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,DS,Level 5,Level 5,,,2.15,2010
954,Mario & Luigi: Superstar Saga,GBA,Nintendo,AlphaDream Corporation,8.8,,2.15,2003
955,Volleyball,NES,Nintendo,Nintendo R&D1,,,2.15,1987
956,Banished,PC,Falcom,Unknown,7.3,8.1,2.15,2014
957,Mahjong,NES,Nintendo,Nintendo,,,2.14,1983
958,Mario & Sonic at the Olympic Games,Wii,Sega,Sega,7.2,,2.14,2007
959,R.C. Pro-Am,NES,Nintendo,Rare Ltd.,,,2.14,1988
960,SimCity 2000,PC,Maxis,Maxis,8,,2.14,1993
961,Super Mario RPG: Legend of the Seven Stars,SNES,Nintendo,SquareSoft,,,2.14,1996
962,Call of Duty: Roads to Victory,PSP,Activision,Amaze Entertainment,6.1,,2.14,2007
963,Demon Attack,2600,Imagic,Imagic,,,2.13,1982
964,Dance Dance Revolution Extreme,PS2,Konami,Konami Computer Entertainment Tokyo,8,,2.13,2004
965,NBA 2K12,PS3,2K Sports,Visual Concepts,9,,2.13,2011
966,Borderlands,PS3,2K Games,Gearbox Software,8.2,,2.12,2009
967,Mortal Kombat (2011),X360,Warner Bros. Interactive Entertainment,NetherRealm Studios,8.6,,2.12,2011
968,Project Gotham Racing,XB,Microsoft,Bizarre Creations,8.4,,2.12,2001
969,Golf,GB,Nintendo,Nintendo,9,,2.12,1990
970,NBA 2K11,X360,2K Sports,Visual Concepts,8.8,,2.11,2010
971,Tony Hawk's Pro Skater,N64,Activision,Edge of Reality,9.3,,2.11,2000
972,PES 2009: Pro Evolution Soccer,PS3,Konami,Konami,7.7,,2.11,2008
973,Need for Speed: Hot Pursuit 2,PS2,Electronic Arts,EA Seattle,8.7,,2.11,2002
974,Project Gotham Racing (JP weekly sales),XB,Microsoft,Bizarre Creations,,,2.1,2002
975,Scooby-Doo! Night of 100 Frights,PS2,THQ,Heavy Iron Studios,6.7,,2.1,2002
976,Killzone: Shadow Fall,PS4,Sony Computer Entertainment,Guerrilla Games,9,6.8,2.1,2013
977,Kirby: Nightmare in Dream Land,GBA,Nintendo,HAL Laboratory,8.1,,2.1,2002
978,Onimusha 2: Samurai's Destiny,PS2,Capcom,Capcom,8.5,,2.1,2002
979,Battlefield 4,XOne,Electronic Arts,EA DICE,8.5,,2.09,2013
980,Need for Speed: Most Wanted 5-1-0,PSP,Electronic Arts,EA Black Box,7.4,,2.09,2005
981,Derby Stallion,PS,ASCII Entertainment,ParityBit,,,2.09,1997
982,Just Dance 2015,Wii,Ubisoft,Ubisoft Paris,,,2.09,2014
983,Finding Nemo,PS2,THQ,Traveller's Tales,7,,2.09,2003
984,Madden NFL 15,X360,EA Sports,EA Tiburon,,,2.09,2014
985,Grand Theft Auto: Episodes from Liberty City,PS3,Rockstar Games,Rockstar North,9,,2.09,2010
986,Total War: WARHAMMER,PC,Sega,Creative Assembly,8.6,7.4,2.09,2016
987,Tetris Worlds,PS2,THQ,Blue Planet Software,3.8,,2.08,2002
988,Sim Theme Park,PC,Electronic Arts,Bullfrog Productions,8.1,,2.08,1999
989,Rock Band,Wii,MTV Games,Harmonix Music Systems,8.2,,2.08,2008
990,Portal 2,X360,Valve,Valve Software,9.6,,2.08,2011
991,Mario Party 7,GC,Nintendo,Hudson Soft,6,,2.08,2005
992,Wipeout: The Game,Wii,Activision,Endemol,,,2.08,2010
993,Metal Gear Solid: Peace Walker,PSP,Konami,Kojima Productions,8.6,,2.08,2010
994,Spec Ops: Airborne Commando,PS,Gotham Games,Big Grub,,,2.07,2002
995,Dance Dance Revolution: Hottest Party,Wii,Konami,Bemani,7,,2.07,2007
996,The Sims 2: Pets,DS,Electronic Arts,Maxis,4.8,,2.07,2006
997,Rise of the Tomb Raider,PS4,Square Enix,Crystal Dynamics,,,2.07,2016
998,UFC 2009 Undisputed,X360,THQ,Yuke's Osaka,8.4,,2.07,2009
999,Yu-Gi-Oh! The Eternal Duelist Soul,GBA,Konami,Konami Computer Entertainment Japan,8,,2.07,2002
1000,LittleBigPlanet 3,PS4,Sony Computer Entertainment,Sumo Digital,7.9,7.2,2.06,2014
1001,Professor Layton and the Last Specter,DS,Nintendo,Level 5,8.4,,2.06,2011
1002,The Incredibles,GBA,THQ,Helixe,5.4,,2.06,2004
1003,Call of Duty 2,X360,Activision,Infinity Ward,8.8,9.1,2.06,2005
1004,Hitman: Absolution,PS3,Square Enix,IO Interactive,9,,2.06,2012
1005,Toy Story 3: The Video Game,DS,Disney Interactive Studios,Avalanche Software,,,2.06,2010
1006,R4: Ridge Racer Type 4,PS,Namco,Namco,9.1,,2.06,1999
1007,Tom Clancy's Splinter Cell: Conviction,X360,Ubisoft,Ubisoft Montreal,8.6,,2.06,2010
1008,Need for Speed: Undercover,PS3,Electronic Arts,EA Vancouver,5.9,,2.06,2008
1009,Need for Speed: ProStreet,X360,Electronic Arts,EA Black Box,7.1,,2.05,2007
1010,The Elder Scrolls Online: Tamriel Unlimited,PS4,Bethesda Softworks,ZeniMax Online Studios,7.4,7.7,2.05,2015
1011,Mortal Kombat vs DC Universe,PS3,Midway Games,Midway Amusement Games,7.6,,2.05,2008
1012,NBA Jam,GEN,Arena Entertainment,Iguana Entertainment,,,2.05,1993
1013,Famista '89 - Kaimaku Han!!,NES,Namco,Namco,,,2.05,1989
1014,Dark Souls,PS3,Namco Bandai,From Software,9,,2.05,2011
1015,Middle-Earth: Shadow of War,PS4,Warner Bros. Interactive Entertainment,Monolith Productions,,,2.04,2017
1016,SOCOM: U.S. Navy SEALs: Combined Assault,PS2,Sony Computer Entertainment,Zipper Interactive,,,2.04,2006
1017,Need for Speed: ProStreet,PS3,Electronic Arts,EA Black Box,7.2,,2.04,2007
1018,Madden NFL 25,PS3,Electronic Arts,EA Tiburon,7.5,,2.04,2013
1019,Carnival Games,DS,2K Play,Cat Daddy Games,6.5,,2.04,2008
1020,Peter Jackson's King Kong: The Official Game of the Movie,PS2,Ubisoft,Ubisoft Montpellier,,,2.04,2005
1021,Dead or Alive 3,XB,Tecmo,Team Ninja,8.3,,2.04,2001
1022,PGR4 - Project Gotham Racing 4,X360,Microsoft Game Studios,Bizarre Creations,8.6,,2.04,2007
1023,Dance Central 2,X360,Microsoft,Harmonix Music Systems,8.6,,2.04,2011
1024,Dragon Quest XI: Echoes of an Elusive Age,PS4,Square Enix,Square Enix,9.5,8.7,2.04,2018
1025,NBA 2K17,XOne,2K Sports,Visual Concepts,8.8,6,2.04,2016
1026,Skate 3,PS3,EA Sports,EA Black Box,8,,2.03,2010
1027,1080?
